source_vector,source_label,source_class,relationship_type,target_vector,target_label,target_class
"[0.03768089786171913, 0.034189704805612564, -0.0198394525796175, -0.00256796064786613, -0.016191871836781502, -0.03330286219716072, -0.009047289378941059, -0.04779239743947983, -0.028152573853731155, -0.03888516128063202]",Hawar Malai Bakteri,['PenyakitPadi'],memilikiGejala,"[0.0381019301712513, 0.03733104467391968, -0.00023733274429105222, 0.020715856924653053, 0.04381819814443588, 0.004072840791195631, -0.0280707236379385, -0.03640452399849892, -0.047810833901166916, -0.01930008828639984]",Malai mengalami kerusakan,['Gejala']
"[0.037698812782764435, 0.000280825886875391, -0.033898938447237015, 0.04097603261470795, 0.009766003116965294, 0.03211737796664238, -0.02475041337311268, -0.03879716992378235, -0.04175505414605141, -0.03805175796151161]",Virus Kerdil Rumput,['PenyakitPadi'],memilikiGejala,"[0.03916794806718826, 0.019752727821469307, 0.013223350048065186, 0.011583399958908558, 0.038311779499053955, -0.003422711743041873, -0.012406653724610806, -0.0011884116102010012, 0.042841654270887375, 0.03028765693306923]",Daun berkarat,['Gejala']
"[0.037698812782764435, 0.000280825886875391, -0.033898938447237015, 0.04097603261470795, 0.009766003116965294, 0.03211737796664238, -0.02475041337311268, -0.03879716992378235, -0.04175505414605141, -0.03805175796151161]",Virus Kerdil Rumput,['PenyakitPadi'],memilikiGejala,"[0.033894460648298264, -0.014245453290641308, -0.05131912603974342, 0.030178410932421684, -0.005532832350581884, -0.03150543197989464, -0.0349700003862381, 0.03855246305465698, -0.006740258540958166, -0.0383262038230896]",Daun terdapat bercak,['Gejala']
"[0.037698812782764435, 0.000280825886875391, -0.033898938447237015, 0.04097603261470795, 0.009766003116965294, 0.03211737796664238, -0.02475041337311268, -0.03879716992378235, -0.04175505414605141, -0.03805175796151161]",Virus Kerdil Rumput,['PenyakitPadi'],memilikiGejala,"[0.03735840320587158, 0.04454953223466873, 0.03323126584291458, 0.013640177436172962, 0.01656637154519558, -0.010867233388125896, -0.02639104053378105, -0.00970651488751173, 0.01669205352663994, 0.046113502234220505]",Daun menguning,['Gejala']
"[0.037895891815423965, 0.02728315442800522, 0.011446735821664333, 0.01995994709432125, -0.004697368945926428, -0.048259951174259186, 0.002515213331207633, -0.039849653840065, 0.008617676794528961, -0.028884273022413254]",Kutu Daun,['HamaPadi'],memilikiGejala,"[0.03735840320587158, 0.04454953223466873, 0.03323126584291458, 0.013640177436172962, 0.01656637154519558, -0.010867233388125896, -0.02639104053378105, -0.00970651488751173, 0.01669205352663994, 0.046113502234220505]",Daun menguning,['Gejala']
"[0.037895891815423965, 0.02728315442800522, 0.011446735821664333, 0.01995994709432125, -0.004697368945926428, -0.048259951174259186, 0.002515213331207633, -0.039849653840065, 0.008617676794528961, -0.028884273022413254]",Kutu Daun,['HamaPadi'],memilikiGejala,"[0.03837067633867264, 0.02869785577058792, -0.011129597201943398, -0.026124257594347, 0.033186327666044235, -0.014623516239225864, 0.03638240322470665, -0.001476092147640884, 0.048151977360248566, -0.006798976566642523]",Tanaman tumbuh terhambat,['Gejala']
"[0.037895891815423965, 0.02728315442800522, 0.011446735821664333, 0.01995994709432125, -0.004697368945926428, -0.048259951174259186, 0.002515213331207633, -0.039849653840065, 0.008617676794528961, -0.028884273022413254]",Kutu Daun,['HamaPadi'],memilikiGejala,"[0.03637301176786423, 0.009537891484797001, 0.006502901203930378, 0.018720602616667747, -0.011116772890090942, -0.008980588987469673, 0.03728082776069641, -0.004444097634404898, -0.035171590745449066, 0.0002760907809715718]",Tanaman layu,['Gejala']
"[0.03788693621754646, 0.04423759505152702, -0.03152352198958397, -0.001812049187719822, 0.0323236919939518, 0.019029928371310234, -0.03963322564959526, -0.04434726759791374, 0.015418916009366512, -0.029300978407263756]",Kutu Putih,['HamaPadi'],memilikiGejala,"[0.03837067633867264, 0.02869785577058792, -0.011129597201943398, -0.026124257594347, 0.033186327666044235, -0.014623516239225864, 0.03638240322470665, -0.001476092147640884, 0.048151977360248566, -0.006798976566642523]",Tanaman tumbuh terhambat,['Gejala']
"[0.03788693621754646, 0.04423759505152702, -0.03152352198958397, -0.001812049187719822, 0.0323236919939518, 0.019029928371310234, -0.03963322564959526, -0.04434726759791374, 0.015418916009366512, -0.029300978407263756]",Kutu Putih,['HamaPadi'],memilikiGejala,"[0.03735840320587158, 0.04454953223466873, 0.03323126584291458, 0.013640177436172962, 0.01656637154519558, -0.010867233388125896, -0.02639104053378105, -0.00970651488751173, 0.01669205352663994, 0.046113502234220505]",Daun menguning,['Gejala']
"[0.037904851138591766, 0.010328715667128563, -0.045583005994558334, 0.04173194244503975, -0.04171843081712723, -0.015549828298389912, 0.044663649052381516, -0.03535204008221626, 0.0018164379289373755, -0.0284675695002079]",Karat Garis Kuning,['PenyakitPadi'],memilikiGejala,"[0.033894460648298264, -0.014245453290641308, -0.05131912603974342, 0.030178410932421684, -0.005532832350581884, -0.03150543197989464, -0.0349700003862381, 0.03855246305465698, -0.006740258540958166, -0.0383262038230896]",Daun terdapat bercak,['Gejala']
"[0.037904851138591766, 0.010328715667128563, -0.045583005994558334, 0.04173194244503975, -0.04171843081712723, -0.015549828298389912, 0.044663649052381516, -0.03535204008221626, 0.0018164379289373755, -0.0284675695002079]",Karat Garis Kuning,['PenyakitPadi'],memilikiGejala,"[0.03916794806718826, 0.019752727821469307, 0.013223350048065186, 0.011583399958908558, 0.038311779499053955, -0.003422711743041873, -0.012406653724610806, -0.0011884116102010012, 0.042841654270887375, 0.03028765693306923]",Daun berkarat,['Gejala']
"[0.03785110265016556, 0.0120553532615304, -0.003404553048312664, 0.011099966242909431, -0.019592056050896645, -0.01181055884808302, -0.008226974867284298, 0.03766227513551712, 0.04262387380003929, -0.030967792496085167]",Hama Kupu-kupu Padi,['HamaPadi'],memilikiGejala,"[0.038146719336509705, -0.04744115471839905, 0.014613954350352287, 0.029575839638710022, -0.04128711298108101, -0.032376550137996674, -0.0173285361379385, -0.01391645148396492, 0.018182968720793724, -0.017216568812727928]",Malai hilang,['Gejala']
"[0.03785110265016556, 0.0120553532615304, -0.003404553048312664, 0.011099966242909431, -0.019592056050896645, -0.01181055884808302, -0.008226974867284298, 0.03766227513551712, 0.04262387380003929, -0.030967792496085167]",Hama Kupu-kupu Padi,['HamaPadi'],memilikiGejala,"[0.03758235648274422, 0.02068854123353958, 0.007487712427973747, -0.042059917002916336, -0.008960186503827572, 0.006885800510644913, 0.027319898828864098, 0.002733843866735697, 0.04666106402873993, -0.0434689037501812]",Batang rapuh,['Gejala']
"[0.03785110265016556, 0.0120553532615304, -0.003404553048312664, 0.011099966242909431, -0.019592056050896645, -0.01181055884808302, -0.008226974867284298, 0.03766227513551712, 0.04262387380003929, -0.030967792496085167]",Hama Kupu-kupu Padi,['HamaPadi'],memilikiGejala,"[0.03946356475353241, -0.039743781089782715, 0.03124186024069786, 0.030059274286031723, 0.01661672443151474, -0.02398870512843132, -0.021508214995265007, 0.04723286256194115, 0.01840074546635151, 0.04403888061642647]",Batang berlubang,['Gejala']
"[0.03785110265016556, 0.0120553532615304, -0.003404553048312664, 0.011099966242909431, -0.019592056050896645, -0.01181055884808302, -0.008226974867284298, 0.03766227513551712, 0.04262387380003929, -0.030967792496085167]",Hama Kupu-kupu Padi,['HamaPadi'],memilikiGejala,"[0.03754652664065361, -0.011493699625134468, 0.03560668230056763, -0.029147902503609657, 0.03912406042218208, -0.023954685777425766, -0.041273850947618484, -0.015256613492965698, -0.026133978739380836, -0.04513571783900261]",Tanaman terdapat pupa,['Gejala']
"[0.03785110265016556, 0.0120553532615304, -0.003404553048312664, 0.011099966242909431, -0.019592056050896645, -0.01181055884808302, -0.008226974867284298, 0.03766227513551712, 0.04262387380003929, -0.030967792496085167]",Hama Kupu-kupu Padi,['HamaPadi'],memilikiGejala,"[0.03735840320587158, 0.04454953223466873, 0.03323126584291458, 0.013640177436172962, 0.01656637154519558, -0.010867233388125896, -0.02639104053378105, -0.00970651488751173, 0.01669205352663994, 0.046113502234220505]",Daun menguning,['Gejala']
"[0.03407501056790352, 0.028321780264377594, -0.04598800465464592, -0.012020619586110115, 0.017209671437740326, -0.04566539078950882, 0.05260267108678818, 0.03246627002954483, 0.0493694506585598, -0.02870144508779049]",Busuk Batang,['PenyakitPadi'],memilikiGejala,"[0.037510693073272705, -0.04367594048380852, -0.03627435117959976, -0.01623588800430298, -0.012791688553988934, 0.045204829424619675, -0.009867602027952671, -0.033247072249650955, 0.0010709805646911263, -0.04680253565311432]",Batang berubah warna,['Gejala']
"[0.03407501056790352, 0.028321780264377594, -0.04598800465464592, -0.012020619586110115, 0.017209671437740326, -0.04566539078950882, 0.05260267108678818, 0.03246627002954483, 0.0493694506585598, -0.02870144508779049]",Busuk Batang,['PenyakitPadi'],memilikiGejala,"[0.03774360567331314, 0.015508627519011497, -0.01904764585196972, 0.04983600974082947, 0.024660691618919373, -0.004332014825195074, -0.014008224941790104, -0.0163090992718935, 0.024238750338554382, -0.03596823662519455]",Batang membusuk,['Gejala']
"[0.03407501056790352, 0.028321780264377594, -0.04598800465464592, -0.012020619586110115, 0.017209671437740326, -0.04566539078950882, 0.05260267108678818, 0.03246627002954483, 0.0493694506585598, -0.02870144508779049]",Busuk Batang,['PenyakitPadi'],memilikiGejala,"[0.038415465503931046, 0.043925657868385315, 0.0037216905038803816, -0.01726427674293518, 0.04808101803064346, 0.04892709106206894, 0.04712459072470665, 0.02101198025047779, 0.014145780354738235, -0.00471545709297061]",Batang mengalami kerusakan,['Gejala']
"[0.03407501056790352, 0.028321780264377594, -0.04598800465464592, -0.012020619586110115, 0.017209671437740326, -0.04566539078950882, 0.05260267108678818, 0.03246627002954483, 0.0493694506585598, -0.02870144508779049]",Busuk Batang,['PenyakitPadi'],memilikiGejala,"[0.03794068470597267, 0.04251095652580261, 0.026298025622963905, 0.02881992608308792, 0.010197320021688938, 0.015290656127035618, 0.013257401064038277, -0.017361581325531006, -0.025388522073626518, -0.02680075541138649]",Tanaman mengeluarkan cairan,['Gejala']
"[0.03778839483857155, 0.03073642961680889, -0.004196358844637871, -0.041304007172584534, 0.0395553782582283, -0.0407814085483551, -0.0032660372089594603, 0.00617897417396307, -0.009767448529601097, -0.033884719014167786]",Hawar Daun Bakteri,['PenyakitPadi'],memilikiGejala,"[0.03817359358072281, 0.0016955265309661627, 0.04352473095059395, -0.005108173005282879, 0.047649700194597244, -0.034246187657117844, 0.009116776287555695, -0.0004236074164509773, -0.002220751019194722, -0.01596645824611187]",Daun mengering,['Gejala']
"[0.03778839483857155, 0.03073642961680889, -0.004196358844637871, -0.041304007172584534, 0.0395553782582283, -0.0407814085483551, -0.0032660372089594603, 0.00617897417396307, -0.009767448529601097, -0.033884719014167786]",Hawar Daun Bakteri,['PenyakitPadi'],memilikiGejala,"[0.03445278853178024, -0.05054202675819397, -0.02711446024477482, -0.038783516734838486, 0.03612186014652252, -0.036361873149871826, 0.03707829862833023, 0.013724318705499172, -0.021379251033067703, -0.01320184301584959]",Daun mengalami kerusakan,['Gejala']
"[0.03778839483857155, 0.03073642961680889, -0.004196358844637871, -0.041304007172584534, 0.0395553782582283, -0.0407814085483551, -0.0032660372089594603, 0.00617897417396307, -0.009767448529601097, -0.033884719014167786]",Hawar Daun Bakteri,['PenyakitPadi'],memilikiGejala,"[0.0381019301712513, 0.03733104467391968, -0.00023733274429105222, 0.020715856924653053, 0.04381819814443588, 0.004072840791195631, -0.0280707236379385, -0.03640452399849892, -0.047810833901166916, -0.01930008828639984]",Malai mengalami kerusakan,['Gejala']
"[0.03778839483857155, 0.03073642961680889, -0.004196358844637871, -0.041304007172584534, 0.0395553782582283, -0.0407814085483551, -0.0032660372089594603, 0.00617897417396307, -0.009767448529601097, -0.033884719014167786]",Hawar Daun Bakteri,['PenyakitPadi'],memilikiGejala,"[0.033894460648298264, -0.014245453290641308, -0.05131912603974342, 0.030178410932421684, -0.005532832350581884, -0.03150543197989464, -0.0349700003862381, 0.03855246305465698, -0.006740258540958166, -0.0383262038230896]",Daun terdapat bercak,['Gejala']
"[0.03777943551540375, 0.047690872102975845, -0.0471666157245636, 0.03692399710416794, -0.023423558101058006, 0.026508470997214317, -0.045414477586746216, 0.0016813591355457902, -0.0029662083834409714, -0.03430142253637314]",Ulat Kantung Padi,['HamaPadi'],memilikiGejala,"[0.037833187729120255, 0.045964233577251434, 0.010654931887984276, -0.032444026321172714, -0.04554993286728859, 0.022769199684262276, 0.007476150989532471, 0.028667045757174492, -0.04377364367246628, -0.03180119767785072]",Daun terdapat garis,['Gejala']
"[0.0374569445848465, -0.041949301958084106, 0.005904100835323334, -0.046867866069078445, 0.00933468621224165, 0.048944100737571716, 0.037241771817207336, 0.03976724296808243, 0.04187841713428497, -0.049302756786346436]",Hispa Padi,['HamaPadi'],memilikiGejala,"[0.037833187729120255, 0.045964233577251434, 0.010654931887984276, -0.032444026321172714, -0.04554993286728859, 0.022769199684262276, 0.007476150989532471, 0.028667045757174492, -0.04377364367246628, -0.03180119767785072]",Daun terdapat garis,['Gejala']
"[0.0374569445848465, -0.041949301958084106, 0.005904100835323334, -0.046867866069078445, 0.00933468621224165, 0.048944100737571716, 0.037241771817207336, 0.03976724296808243, 0.04187841713428497, -0.049302756786346436]",Hispa Padi,['HamaPadi'],memilikiGejala,"[0.033894460648298264, -0.014245453290641308, -0.05131912603974342, 0.030178410932421684, -0.005532832350581884, -0.03150543197989464, -0.0349700003862381, 0.03855246305465698, -0.006740258540958166, -0.0383262038230896]",Daun terdapat bercak,['Gejala']
"[0.0374569445848465, -0.041949301958084106, 0.005904100835323334, -0.046867866069078445, 0.00933468621224165, 0.048944100737571716, 0.037241771817207336, 0.03976724296808243, 0.04187841713428497, -0.049302756786346436]",Hispa Padi,['HamaPadi'],memilikiGejala,"[0.03817359358072281, 0.0016955265309661627, 0.04352473095059395, -0.005108173005282879, 0.047649700194597244, -0.034246187657117844, 0.009116776287555695, -0.0004236074164509773, -0.002220751019194722, -0.01596645824611187]",Daun mengering,['Gejala']
"[0.035620369017124176, 0.006964750122278929, 0.034256547689437866, 0.0173295047134161, -0.0022286931052803993, 0.048811838030815125, -0.03660307079553604, -0.04549514502286911, 0.021493572741746902, -0.04712440073490143]",Wereng Hijau,['HamaPadi'],memilikiGejala,"[0.03735840320587158, 0.04454953223466873, 0.03323126584291458, 0.013640177436172962, 0.01656637154519558, -0.010867233388125896, -0.02639104053378105, -0.00970651488751173, 0.01669205352663994, 0.046113502234220505]",Daun menguning,['Gejala']
"[0.03739423677325249, -0.02326822653412819, 0.005112296435981989, 0.000728161889128387, -0.0315178781747818, 0.01997325010597706, 0.04220271110534668, 0.008283941075205803, -0.010512905195355415, 0.047780316323041916]",Penggerek Batang Ungu,['HamaPadi'],memilikiGejala,"[0.03637301176786423, 0.009537891484797001, 0.006502901203930378, 0.018720602616667747, -0.011116772890090942, -0.008980588987469673, 0.03728082776069641, -0.004444097634404898, -0.035171590745449066, 0.0002760907809715718]",Tanaman layu,['Gejala']
"[0.03739423677325249, -0.02326822653412819, 0.005112296435981989, 0.000728161889128387, -0.0315178781747818, 0.01997325010597706, 0.04220271110534668, 0.008283941075205803, -0.010512905195355415, 0.047780316323041916]",Penggerek Batang Ungu,['HamaPadi'],memilikiGejala,"[0.03754652664065361, -0.011493699625134468, 0.03560668230056763, -0.029147902503609657, 0.03912406042218208, -0.023954685777425766, -0.041273850947618484, -0.015256613492965698, -0.026133978739380836, -0.04513571783900261]",Tanaman terdapat pupa,['Gejala']
"[0.03739423677325249, -0.02326822653412819, 0.005112296435981989, 0.000728161889128387, -0.0315178781747818, 0.01997325010597706, 0.04220271110534668, 0.008283941075205803, -0.010512905195355415, 0.047780316323041916]",Penggerek Batang Ungu,['HamaPadi'],memilikiGejala,"[0.03946356475353241, -0.039743781089782715, 0.03124186024069786, 0.030059274286031723, 0.01661672443151474, -0.02398870512843132, -0.021508214995265007, 0.04723286256194115, 0.01840074546635151, 0.04403888061642647]",Batang berlubang,['Gejala']
"[0.037385281175374985, -0.006313787307590246, -0.037857960909605026, -0.02104383334517479, 0.005503183696419001, -0.012736871838569641, 5.427179712569341e-05, 0.0037863256875425577, -0.0037116657476872206, 0.04736361280083656]",Penggulung Daun Padi,['HamaPadi'],memilikiGejala,"[0.037833187729120255, 0.045964233577251434, 0.010654931887984276, -0.032444026321172714, -0.04554993286728859, 0.022769199684262276, 0.007476150989532471, 0.028667045757174492, -0.04377364367246628, -0.03180119767785072]",Daun terdapat garis,['Gejala']
"[0.037385281175374985, -0.006313787307590246, -0.037857960909605026, -0.02104383334517479, 0.005503183696419001, -0.012736871838569641, 5.427179712569341e-05, 0.0037863256875425577, -0.0037116657476872206, 0.04736361280083656]",Penggulung Daun Padi,['HamaPadi'],memilikiGejala,"[0.03754652664065361, -0.011493699625134468, 0.03560668230056763, -0.029147902503609657, 0.03912406042218208, -0.023954685777425766, -0.041273850947618484, -0.015256613492965698, -0.026133978739380836, -0.04513571783900261]",Tanaman terdapat pupa,['Gejala']
"[0.037385281175374985, -0.006313787307590246, -0.037857960909605026, -0.02104383334517479, 0.005503183696419001, -0.012736871838569641, 5.427179712569341e-05, 0.0037863256875425577, -0.0037116657476872206, 0.04736361280083656]",Penggulung Daun Padi,['HamaPadi'],memilikiGejala,"[0.037689853459596634, 0.01723526604473591, 0.023130804300308228, 0.01920403353869915, 0.046787064522504807, -0.0005927419988438487, 0.033101148903369904, -0.04329478368163109, -0.03495381399989128, -0.038468461483716965]",Daun melengkung,['Gejala']
"[0.03741215541958809, 0.04282289370894432, -0.008947188034653664, 0.044272154569625854, -0.005560002755373716, -0.014606506563723087, 0.026499584317207336, 0.01727917045354843, -0.024115383625030518, 0.04861372336745262]",Wereng Batang Coklat,['HamaPadi'],memilikiGejala,"[0.03637301176786423, 0.009537891484797001, 0.006502901203930378, 0.018720602616667747, -0.011116772890090942, -0.008980588987469673, 0.03728082776069641, -0.004444097634404898, -0.035171590745449066, 0.0002760907809715718]",Tanaman layu,['Gejala']
"[0.03741215541958809, 0.04282289370894432, -0.008947188034653664, 0.044272154569625854, -0.005560002755373716, -0.014606506563723087, 0.026499584317207336, 0.01727917045354843, -0.024115383625030518, 0.04861372336745262]",Wereng Batang Coklat,['HamaPadi'],memilikiGejala,"[0.03735840320587158, 0.04454953223466873, 0.03323126584291458, 0.013640177436172962, 0.01656637154519558, -0.010867233388125896, -0.02639104053378105, -0.00970651488751173, 0.01669205352663994, 0.046113502234220505]",Daun menguning,['Gejala']
"[0.03734944760799408, -0.03849602863192558, -0.009738992899656296, -0.008131816983222961, -0.04641256481409073, -0.04357735440135002, 0.03146052360534668, -0.014204130508005619, 0.023493293672800064, 0.04569679871201515]",Wereng Punggung Putih,['HamaPadi'],memilikiGejala,"[0.03735840320587158, 0.04454953223466873, 0.03323126584291458, 0.013640177436172962, 0.01656637154519558, -0.010867233388125896, -0.02639104053378105, -0.00970651488751173, 0.01669205352663994, 0.046113502234220505]",Daun menguning,['Gejala']
"[0.03734944760799408, -0.03849602863192558, -0.009738992899656296, -0.008131816983222961, -0.04641256481409073, -0.04357735440135002, 0.03146052360534668, -0.014204130508005619, 0.023493293672800064, 0.04569679871201515]",Wereng Punggung Putih,['HamaPadi'],memilikiGejala,"[0.03817359358072281, 0.0016955265309661627, 0.04352473095059395, -0.005108173005282879, 0.047649700194597244, -0.034246187657117844, 0.009116776287555695, -0.0004236074164509773, -0.002220751019194722, -0.01596645824611187]",Daun mengering,['Gejala']
"[0.03734944760799408, -0.03849602863192558, -0.009738992899656296, -0.008131816983222961, -0.04641256481409073, -0.04357735440135002, 0.03146052360534668, -0.014204130508005619, 0.023493293672800064, 0.04569679871201515]",Wereng Punggung Putih,['HamaPadi'],diberikanPengendalianHama,"[0.03793172538280487, -0.0405346043407917, -0.016672231256961823, 0.00704793119803071, 0.047218382358551025, -0.017419466748833656, -0.02889103628695011, -0.021859196946024895, -0.018587281927466393, -0.027217458933591843]",Lalat Tunas,['HamaPadi']
"[0.037564441561698914, -0.04540257900953293, 0.021547196432948112, 0.014396089129149914, -0.03491806238889694, 0.04146555811166763, 0.04302302375435829, -0.006261385045945644, -0.03973645716905594, -0.0443023145198822]",Bakanae,['PenyakitPadi'],memilikiGejala,"[0.03774360567331314, 0.015508627519011497, -0.01904764585196972, 0.04983600974082947, 0.024660691618919373, -0.004332014825195074, -0.014008224941790104, -0.0163090992718935, 0.024238750338554382, -0.03596823662519455]",Batang membusuk,['Gejala']
"[0.037564441561698914, -0.04540257900953293, 0.021547196432948112, 0.014396089129149914, -0.03491806238889694, 0.04146555811166763, 0.04302302375435829, -0.006261385045945644, -0.03973645716905594, -0.0443023145198822]",Bakanae,['PenyakitPadi'],memilikiGejala,"[0.039508357644081116, -0.02451597899198532, 0.04609315097332001, 0.038919251412153244, 0.03151141479611397, 0.03956190496683121, -0.010766026563942432, -0.030279064550995827, -0.015605451539158821, 0.04612239822745323]",Tanaman menghasilkan suara berbunyi,['Gejala']
"[0.037564441561698914, -0.04540257900953293, 0.021547196432948112, 0.014396089129149914, -0.03491806238889694, 0.04146555811166763, 0.04302302375435829, -0.006261385045945644, -0.03973645716905594, -0.0443023145198822]",Bakanae,['PenyakitPadi'],memilikiGejala,"[0.03935606777667999, -0.03629050403833389, 0.015598766505718231, -0.03120468184351921, -0.03913052752614021, -0.016510160639882088, -0.027289465069770813, -0.0067385099828243256, 1.562237048347015e-05, 0.039038434624671936]",Tanaman rebah,['Gejala']
"[0.037564441561698914, -0.04540257900953293, 0.021547196432948112, 0.014396089129149914, -0.03491806238889694, 0.04146555811166763, 0.04302302375435829, -0.006261385045945644, -0.03973645716905594, -0.0443023145198822]",Bakanae,['PenyakitPadi'],memilikiGejala,"[0.037645064294338226, 0.0020074648782610893, 0.00827951729297638, 0.010344055481255054, 0.03189237415790558, 0.03585664927959442, 0.022358961403369904, 0.034217145293951035, -0.0009476146660745144, -0.04055197909474373]",Bibit tumbuh tidak normal,['Gejala']
"[0.037564441561698914, -0.04540257900953293, 0.021547196432948112, 0.014396089129149914, -0.03491806238889694, 0.04146555811166763, 0.04302302375435829, -0.006261385045945644, -0.03973645716905594, -0.0443023145198822]",Bakanae,['PenyakitPadi'],memilikiGejala,"[0.037689853459596634, 0.01723526604473591, 0.023130804300308228, 0.01920403353869915, 0.046787064522504807, -0.0005927419988438487, 0.033101148903369904, -0.04329478368163109, -0.03495381399989128, -0.038468461483716965]",Daun melengkung,['Gejala']
